OBP Difference,AVG Difference,SLG Difference,OPS Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
0.032,0.02,0.039,0.072,-5.38,-5.383,-8.5,4.3,2,133,1,1
-0.014,-0.032,-0.024,-0.038,-1.56,0.11,0.8,0.1,-4,-61,-5,0
-0.025,-0.024,-0.024,-0.049,-1.14,-0.1,0.1,-0.2,-3,-360,-3,0
0.042,0.051,0.074,0.116,0.84,1.088,2.9,-0.4,0,188,-1,0
-0.02,-0.027,-0.062,-0.081,-3.06,-0.267,-1.6,-1.2,2,-197,0,1
0.027,0.05,0.087,0.114,4.01,2.181,1,-3,2,246,6,0
0.005,0.017,0.059,0.064,-0.53,-0.045,4.2,0.6,3,36,-3,1
-0.006,-0.019,0.003,-0.003,-3.55,-4.972,9.9,4.3,-1,-49,3,1
0.016,-0.003,-0.005,0.01,4.35,2.01,1.3,-1.4,-1,97,1,1
-0.036,-0.006,-0.042,-0.077,-1.27,-1.229,-0.8,4.5,-4,-180,-1,0
-0.075,-0.058,-0.097,-0.173,-2.09,0.765,1.6,-1.4,1,-163,0,0
0.015,0.006,0.045,0.06,-1.15,-0.267,-1.5,0.7,-2,44,0,1
0.004,-0.012,0.01,0.015,2.25,0.569,0.5,0.2,-1,-137,1,1
-0.019,-0.02,-0.034,-0.052,0.56,0.604,1.5,-1.2,3,-195,0,1
0.025,0.04,0.053,0.079,2.06,1.46,-0.6,-1.7,2,234,6,1
-0.016,-0.014,-0.005,-0.021,0.4,-0.102,-3.1,1,2,-38,-2,1
0.01,0.023,0.053,0.064,-4.06,-3.857,7.3,3.8,2,48,-3,1
0,-0.025,-0.047,-0.047,3.83,2.001,2.9,0.3,-1,-29,3,1
0.015,-0.01,0.012,0.027,1.29,0.019,1.2,2.6,-1,105,1,0
0.009,0.002,0.009,0.018,0.41,0.388,3.2,-0.3,0,-7,0,0
-0.019,-0.008,-0.013,-0.031,-2.08,-0.641,0.4,1.1,2,17,6,0
-0.034,-0.004,-0.041,-0.075,1.48,-0.107,-2.3,0.8,-4,-204,-1,0
-0.032,-0.009,-0.069,-0.101,-2.9,-0.858,-2.6,-0.8,-5,-148,0,1
-0.055,-0.026,-0.066,-0.121,0.13,0.446,0.2,-0.6,0,-165,0,1
0.003,0.004,0.009,0.013,1.67,0.168,-0.9,-0.3,-3,54,0,1
-0.014,-0.043,-0.044,-0.058,-3.34,-0.149,0.3,1.7,-6,63,0,0
-0.011,-0.029,-0.061,-0.073,-0.67,0.376,-1.6,4.8,-1,-133,1,1
0.028,0.02,0.032,0.06,0.15,0.78,4.2,-1,3,330,0,1
0.025,0.039,0.059,0.084,-0.48,-0.43,3.4,0.7,0,236,5,1
-0.019,-0.017,-0.022,-0.042,0.68,0.296,-1.4,1,2,-30,-2,1
0.016,0.023,0.057,0.073,0.27,0.964,-1.6,0,2,50,-2,0
0.006,-0.013,-0.05,-0.042,-0.96,-0.798,-6,0.5,0,-23,4,0
0.01,-0.01,-0.003,0.007,0.14,-0.28,1.3,-0.2,0,99,2,1
0.02,0.024,0.062,0.083,-0.43,0.018,1.9,0.8,0,-9,0,0
-0.007,0.001,0.026,0.018,-1.33,-0.504,-3.5,0.6,2,11,6,1
-0.038,-0.013,-0.045,-0.084,-1.93,-1.479,1.2,5.1,-4,-210,-2,1
-0.046,-0.022,-0.108,-0.154,-0.74,-0.414,-3.4,0.2,-5,-138,0,0
-0.004,0.002,0.003,-0.002,1.81,0.906,2.5,-0.9,-1,-161,-1,0
-0.034,-0.049,-0.065,-0.1,-0.67,-0.877,-2.7,0.7,-1,62,1,0
0.001,-0.051,-0.024,-0.023,-3.77,-1.558,-2.1,0.2,-6,61,0,1
-0.017,-0.035,-0.036,-0.053,-1.85,-0.212,-2.2,-0.5,-1,-131,2,0
0.022,0.006,0.021,0.043,3.15,1.094,1.1,-0.4,3,346,0,1
0.01,0.019,0.046,0.056,1.36,0.264,1.4,0,3,9,-3,1
-0.046,-0.037,-0.074,-0.121,-2.19,-2.149,-2.2,4.1,-1,-149,-6,0
-0.001,0.007,0.02,0.019,-1.58,-0.398,-1.3,0,1,25,5,1
-0.024,-0.006,-0.026,-0.05,2.14,1.015,-2.8,-1.8,-1,182,-1,0
-0.014,0,-0.036,-0.048,-0.05,0.859,-1.1,-0.4,-4,-148,1,0
0.006,-0.003,0.026,0.031,0.97,0.153,-0.9,0.2,0,58,2,0
-0.029,-0.032,-0.083,-0.11,0.77,0.746,1.6,-1.5,2,-143,0,1
-0.025,-0.061,-0.14,-0.164,1.46,0.923,4.6,0.2,-7,77,-1,0
0.043,0.022,0.079,0.122,4.1,1.716,2.5,-1.5,4,348,1,1
0.022,0.034,0.052,0.075,-1.48,0.123,-4.2,-1.2,2,11,-3,1
0,-0.008,-0.028,-0.028,3.05,-0.192,0.8,-1.5,-3,51,6,0
-0.016,-0.008,-0.042,-0.058,1.48,1.28,0.2,-0.9,2,-52,2,1
-0.043,-0.062,-0.077,-0.121,0.92,0.597,2.8,0.1,3,8,0,0
0.022,0.012,0.022,0.044,1.22,0.841,1.8,-0.2,0,105,0,1
-0.026,-0.03,-0.044,-0.07,-0.39,-0.426,4.1,1.1,-2,-151,-6,1
-0.02,-0.026,-0.092,-0.112,0.22,-0.044,-5.4,-1.4,-3,-211,-1,0
0.006,0.007,0.018,0.024,0.42,0.327,2.3,0.3,4,265,0,1
-0.001,0.017,0.009,0.009,1.95,0.79,-1.8,-0.8,-2,-104,0,0
-0.046,-0.01,-0.046,-0.092,4.01,1.709,3.8,0.9,0,176,-1,0
-0.025,-0.017,-0.055,-0.08,-0.82,-0.093,-3,0.4,1,-170,1,1
0.001,-0.016,0.008,0.009,0.04,-0.146,2.4,0.8,2,-139,0,1
0.012,-0.015,-0.004,0.007,1.28,1.07,0.5,-1,5,251,2,1
0.039,0.065,0.099,0.139,-0.58,0.139,-0.6,-1.2,6,193,2,0
0.025,0.024,0.046,0.071,-0.88,0.022,-0.5,0,1,67,0,0
-0.003,0.001,-0.051,-0.054,-3.2,-1.014,-5.2,0.4,2,15,-2,0
-0.008,-0.015,-0.036,-0.044,1.56,0.969,3.5,-0.7,-3,45,6,0
-0.004,-0.018,-0.037,-0.041,-2.8,0.045,0.1,-0.2,2,-44,2,1
-0.002,-0.035,-0.088,-0.089,-2.57,-1.207,-3.2,-0.2,3,4,0,0
0.02,0.009,0.031,0.051,0.25,0.628,3.2,-1.1,0,115,0,1
-0.031,-0.025,-0.036,-0.066,-7.27,-5.536,13.5,5.2,-2,-149,-7,0
-0.051,-0.033,-0.103,-0.154,0.69,0.026,1.8,0.8,-3,-219,-1,0
0.025,0.02,0.061,0.085,4.07,2.122,2,-1.3,4,267,0,1
-0.013,-0.006,-0.04,-0.053,0.36,-0.387,0.8,0.8,-2,-110,0,1
-0.015,-0.018,-0.036,-0.052,-0.73,-1.071,0.5,4.5,-1,160,-2,1
-0.022,-0.023,-0.047,-0.069,1.52,0.803,-1,-0.7,1,-164,1,0
-0.015,-0.025,-0.025,-0.04,-0.65,0.053,0.5,-0.9,4,-119,1,0
0.013,-0.015,0.01,0.023,2.43,0.584,2.9,-0.7,5,255,2,1
0.033,0.044,0.073,0.105,1.44,0.751,3.4,0.2,6,185,2,1
0.047,0.04,0.102,0.149,1.46,0.901,-1.7,-1.1,1,61,0,1
-0.021,-0.008,-0.026,-0.047,1.9,1.011,-1.4,-1.1,4,13,-1,1
0.045,0.026,0.04,0.083,1.53,1.112,0.3,0.1,-4,43,5,1
-0.005,-0.008,-0.044,-0.049,-1.73,-1.235,-0.2,0.2,2,-42,3,1
0.006,-0.013,-0.037,-0.032,-1.1,-1.392,-0.1,1.9,2,0,-1,1
0.008,0.009,0.01,0.018,10.17,6.311,-0.4,-7.5,2,137,1,1
-0.036,-0.023,-0.045,-0.081,-1.53,-0.615,0.5,-1.4,-1,-157,-6,0
-0.042,-0.031,-0.095,-0.137,1.66,0.881,2.6,-2.3,-5,-227,-2,1
0.051,0.052,0.101,0.15,-0.37,0.024,5,2.1,4,269,1,0
0.021,0.034,0.058,0.079,-2.17,0.67,-2.3,-0.7,-3,-104,-1,0
-0.027,0.001,-0.039,-0.065,0.57,0.517,-1.8,0.5,-2,168,-3,1
-0.007,0.006,0.012,0.004,-1.7,0.647,0,-0.5,2,-178,2,0
-0.005,-0.018,-0.024,-0.03,-0.33,0.203,0.7,-0.4,4,-127,2,1
0.02,-0.007,-0.002,0.018,2.49,1.759,-0.3,-3.1,7,281,3,1
0.026,0.03,0.079,0.105,1.97,0.547,1,-3.9,5,191,1,1
0.047,0.028,0.116,0.163,2.9,0.522,3.6,0.8,1,71,-1,0
0.012,0.022,0.052,0.063,-2.45,-0.545,1.7,-0.2,0,60,-1,0
-0.015,0.001,-0.086,-0.103,-2.14,-0.838,-0.8,-0.3,-6,-400,-4,0
0.008,-0.005,0.008,0.016,-0.74,-0.299,-1.3,0.7,-1,155,0,1
-0.019,-0.042,-0.07,-0.089,-1.54,-1.272,-0.7,1.4,3,-211,0,0
-0.003,-0.005,-0.017,-0.02,0.31,-0.088,-2.3,0.7,2,109,0,1
-0.008,0.003,0.003,-0.004,-2.8,-2.443,5.1,-0.3,-3,20,0,1
-0.021,0.003,-0.01,-0.031,-5.86,-2.135,-6.7,-1.6,-2,-128,0,0
0.049,0.044,0.1,0.149,-0.47,0.171,0.4,-2.5,4,210,1,1
-0.015,-0.013,-0.021,-0.035,-0.18,0.346,3,-0.8,2,-46,0,0
0.023,0.022,0.007,0.03,2.11,1.557,1.2,-1.1,4,-93,0,0
0.007,0.028,0.043,0.05,-0.96,0.172,-1.8,-2.6,-2,-85,0,0
0.029,0.017,0.08,0.108,-0.73,0.112,4.5,0.1,2,57,-1,1
0.029,0.007,0.004,0.032,2.74,2.034,3,-1.8,4,404,7,1
0.061,0.075,0.164,0.227,0.63,0.856,3.8,-2.1,-3,148,0,1
0.023,0.025,0.06,0.083,0.84,-0.297,-0.5,-1.2,-1,52,-1,1
-0.025,-0.004,-0.086,-0.11,-1.62,0.066,-2,-1,-4,-420,-4,0
0.025,0.016,0.041,0.066,0.45,0.317,0,-1,-1,161,0,1
0.005,0.012,-0.007,-0.002,-1.57,-0.284,0.4,0.1,-5,-222,0,0
-0.042,-0.06,-0.085,-0.127,0.59,-0.135,-2.7,0.2,4,-213,0,0
-0.02,-0.014,-0.047,-0.066,1.75,1.262,-1.2,-1.5,3,113,0,1
-0.034,-0.017,-0.063,-0.098,0.46,-0.358,-0.1,-1,-2,26,0,1
-0.024,-0.017,-0.019,-0.041,-0.1,-0.637,2.4,1.5,-1,-134,0,1
0.048,0.046,0.107,0.155,-0.21,-0.005,1.8,-0.2,3,228,1,1
0.018,0.01,0.022,0.04,-0.07,0.049,0.7,-0.3,2,-62,0,0
0.02,0.025,0.019,0.039,-0.96,0.205,-0.5,-1.5,3,-99,0,0
-0.012,0.013,0.038,0.026,2.3,0.749,-2.8,-0.7,-2,-95,0,0
0.019,0.005,0.068,0.087,-0.17,0.465,1.3,-1.5,1,65,-1,0
0.032,0.018,0.032,0.064,-0.96,0.131,-0.9,-1.7,5,418,7,0
0.062,0.071,0.099,0.161,0.64,0.317,-1.2,-1.2,-3,154,0,0
0.015,0.019,0.032,0.047,-1.17,-0.797,-5,-0.8,-2,54,-2,1
-0.011,-0.007,-0.056,-0.067,-5.05,-4.444,5.8,2.5,-4,-424,-5,0
-0.001,0,0.006,0.005,3.97,1.783,2.9,-1.7,0,177,1,1
-0.007,0.006,-0.006,-0.013,-0.23,-0.65,1.4,1.4,-5,-240,0,0
-0.031,-0.045,-0.071,-0.102,-4.33,-2.273,2.2,2.7,2,-215,-1,1
0.003,0.009,-0.011,-0.008,1.69,1.066,-2.2,-2,4,123,1,0
0.002,-0.002,-0.04,-0.038,1.52,1.263,-3.7,-3,0,36,1,0
-0.042,-0.01,-0.032,-0.074,0.5,0.547,-1.5,-1.7,-2,-132,-1,1
0.015,0.009,0.053,0.068,-0.24,0.257,-2.8,-1.5,4,240,2,0
0.108,0.109,0.096,0.204,-0.23,0.085,0,-0.2,0,-70,-1,0
0.036,0.056,0.078,0.114,-1.09,-0.434,-0.2,0.5,1,-103,-1,0
0.005,0.03,0.044,0.049,-2.97,-1.058,-1.4,0.2,-3,-101,-1,0
0.038,0.014,0.095,0.133,-0.01,0.075,0.2,0.2,2,61,0,0
0.022,0.011,0.039,0.061,3.11,2.441,2.5,-1.9,5,414,8,1
0.043,0.036,0.036,0.079,0.72,0.781,2.2,0,-1,152,1,1
-0.003,-0.01,-0.023,-0.026,-2.09,-0.962,-3.8,0.3,1,-65,1,0
0.022,0.011,0.064,0.086,1.42,0.217,0.4,1.6,-2,51,0,0
-0.015,-0.02,-0.04,-0.054,-1.28,0.649,-1.6,0.8,3,-42,-5,0
0.023,0.028,0.023,0.046,0.51,0.726,-2.9,-0.1,0,-111,-2,1
-0.006,-0.005,0.008,0.002,-2.19,-0.761,-0.8,1.4,-1,-117,0,1
-0.036,-0.026,-0.029,-0.065,-2.95,-2.326,-9.5,1.5,-2,-104,1,1
-0.049,-0.036,-0.062,-0.112,-4.62,-2.278,-0.5,1.8,-4,-261,0,0
0.005,-0.012,-0.04,-0.036,-1.58,0.275,0.2,0,-1,-67,0,0
-0.005,-0.021,-0.06,-0.063,-0.4,-0.324,1.6,1.8,1,-52,1,1
-0.035,-0.036,-0.029,-0.064,0.51,-0.563,1.9,2.6,-5,-148,0,1
0.028,0.027,0.064,0.092,0.66,0.011,0.2,0.9,-2,41,-1,1
0.008,0.007,0.016,0.024,-0.42,-0.444,-3.8,0.9,-2,9,-4,0
-0.05,-0.037,-0.061,-0.112,-1.62,-1.027,-3.5,0.9,2,-52,-6,0
-0.048,-0.032,-0.07,-0.118,-1.7,-1.209,0,4.4,1,-10,1,0
-0.029,-0.019,-0.059,-0.088,-3.5,-1.599,-6.6,0.2,-3,-195,-1,1
0.106,0.104,0.169,0.275,2.89,0.699,0.2,-2,2,118,0,0
-0.061,-0.028,-0.046,-0.107,-2.52,-0.141,-3.5,-0.5,-2,-219,-2,1
-0.014,-0.019,-0.055,-0.069,-0.89,0.558,0.8,-1.9,2,-262,-3,1
0.053,0.058,0.08,0.133,0.61,0.044,-0.4,0.7,-2,127,-2,0
0.011,0.003,0.004,0.015,0.47,0.616,-2.8,-0.7,-1,-113,0,0
-0.009,-0.006,-0.013,-0.023,-0.45,-0.081,3.4,0,-2,-110,1,1
-0.084,-0.075,-0.113,-0.197,-0.31,-0.562,-4.6,-0.2,-4,-269,0,1
-0.013,-0.024,-0.074,-0.086,-2.17,-0.216,0.6,1.3,-1,-73,0,0
-0.01,-0.022,-0.062,-0.072,-0.76,-0.411,-1.9,0.7,1,-48,1,1
0.023,0.04,0.071,0.094,-2.3,-1.857,-0.2,2.4,-5,-146,0,0
0.038,0.032,0.083,0.122,-0.69,-0.262,-3.6,2.3,-2,49,-1,1
0.016,0.014,0.032,0.047,-4.8,-1.425,2.7,0.9,-2,5,-4,0
0.023,0.006,0.152,0.176,0.77,-1.01,-0.4,0.5,2,-58,-6,0
-0.01,-0.002,-0.034,-0.044,1.79,0.134,-1.9,0.5,1,-14,1,0
-0.026,-0.013,-0.062,-0.088,0.82,-0.504,0.8,2.4,-3,-193,-1,1
0.047,0.055,0.032,0.078,2.28,1.014,2.3,-0.5,2,110,0,0
-0.02,-0.01,-0.028,-0.047,-0.66,-0.906,2.8,1.7,-2,-197,-2,0
-0.047,-0.006,-0.024,-0.071,0.39,-0.803,-0.8,0.6,2,-248,-3,1
0.008,0.024,0.049,0.057,0.32,0.737,5.1,-0.6,-2,119,-2,0
-0.005,-0.018,-0.033,-0.037,1.45,1.352,0.5,-2.4,0,-121,1,0
-0.025,-0.013,-0.01,-0.035,5.43,4.066,-7.9,-2.5,-3,-108,1,0
-0.055,-0.036,-0.046,-0.102,-2.8,-0.926,-5.2,0.7,-4,-267,-1,0
0.005,-0.015,-0.042,-0.038,-0.69,0.511,-2,-1.5,-2,-77,-1,1
-0.018,-0.033,-0.086,-0.104,0.75,0.902,-2.5,-0.7,1,-44,2,0
0.029,0.03,0.043,0.072,-1.97,-1.921,-0.6,3.5,-3,-148,1,1
0.016,0.009,0.037,0.053,-0.13,0.211,1,-0.1,-2,59,0,1
0.013,0.027,0.046,0.059,0.31,-0.78,2.9,0.5,-3,3,-5,1
0.028,0.014,0.018,0.045,0.16,-0.825,0.3,2.2,0,-70,-7,0
-0.021,-0.014,-0.033,-0.054,-1.18,-1.407,-1.3,4.4,0,-34,0,0
-0.031,-0.017,-0.091,-0.123,1.56,0.422,-5.6,-0.7,-2,-191,0,0
0.06,0.06,0.093,0.154,-1.72,-0.538,-2.5,0.5,0,108,-1,0
0.034,0.039,0.031,0.065,-0.8,-1.32,-1.3,1.4,-1,-205,-1,0
-0.045,-0.015,-0.025,-0.07,-2.18,-1.26,-0.5,0.6,2,-246,-2,1
0.034,0.031,0.048,0.082,0.7,-0.183,-2.2,0.6,-2,115,-3,1
0.003,-0.005,-0.006,-0.003,1.7,0.56,1.7,0.3,3,176,6,1
0.042,0.032,0.044,0.086,0.82,-0.219,0.4,0.5,1,92,1,1
0.012,0.019,0.039,0.052,4.15,0.462,-0.4,-2.5,-3,-142,0,1
-0.018,-0.008,0.012,-0.007,-1.51,-2.03,-2.8,1.6,-2,-107,-4,1
0.006,-0.009,-0.014,-0.007,-1.19,-0.573,0.1,-0.2,-2,-9,-2,0
0.029,-0.014,-0.044,-0.015,-1.64,-3.073,-0.1,6,-4,-159,0,0
-0.03,-0.012,-0.045,-0.075,-0.81,-0.345,-1.1,0.9,0,-62,2,0
0.06,0.066,0.14,0.2,0.77,0.363,4.7,0.5,-2,-42,-1,1
-0.058,-0.061,-0.051,-0.108,-1.51,-0.724,0,1.7,1,-365,-1,0
-0.018,-0.014,-0.049,-0.067,0.95,0.524,0,-0.4,3,164,6,0
-0.004,-0.011,-0.004,-0.008,-0.69,-0.184,2.8,1,-2,75,-2,0
0.004,0,0.021,0.025,-1.04,0.149,2.5,0.3,2,180,6,0
0.028,0.025,0.073,0.102,-0.88,-0.475,0.9,1.6,4,316,3,0
0.016,0.025,0.036,0.052,-1.45,0.301,-4.9,-1.1,2,102,1,1
-0.011,-0.001,-0.019,-0.029,3.94,3.158,-8.4,-1.8,-2,-136,0,1
-0.009,0.006,0.02,0.01,-1.14,-0.57,0.9,0.3,-1,-210,-1,1
-0.024,-0.007,0.028,0.004,-1.7,-0.944,-2,-0.1,-1,-103,-4,0
0.014,-0.004,0.001,0.015,0.96,-0.807,4.6,1.4,-2,-13,-2,1
-0.002,0.004,0.001,-0.001,-1.64,-0.45,-0.4,-1.1,-1,-81,-1,0
0.004,-0.018,-0.029,-0.025,-0.76,-0.25,2.2,1.1,-4,-165,0,0
-0.019,-0.006,-0.041,-0.061,-0.14,-0.181,0.2,0,0,-90,2,0
0.06,0.062,0.157,0.215,-0.22,0.182,-2.9,-1.4,-1,-20,-1,1
-0.014,-0.031,-0.019,-0.034,1.95,0.096,2.1,-0.4,2,106,2,1
-0.065,-0.07,-0.093,-0.158,-1.9,-1.413,0.9,2.2,1,-367,-1,0
-0.02,-0.033,-0.059,-0.079,0.66,0.359,0.2,-1.2,3,156,6,1
0.002,0.007,0.032,0.034,0.71,0.275,-0.8,0.2,-1,61,-2,0
0.019,0.038,0.085,0.104,0.35,0.571,1,0.5,2,178,7,1
0.035,0.032,0.095,0.129,0.45,0.763,8.7,-0.7,4,308,3,0
0.041,0.02,0.073,0.114,2.57,0.995,3.7,-0.5,3,108,2,1
0.008,0.008,0.01,0.018,-3.17,-2.094,-2.3,6.6,-1,-134,1,0
-0.012,0.017,-0.009,-0.021,2.16,0.616,-3.2,0.1,-1,-204,-1,1
-0.028,-0.008,-0.01,-0.038,-1.91,-0.626,-0.8,-0.1,1,-111,-3,1
0.005,-0.007,-0.004,0.001,0.75,-0.174,-2.1,1.4,-3,3,-3,0
-0.001,0.001,-0.001,-0.002,-1.5,2.029,0.8,-6.6,-1,-93,-1,1
-0.005,-0.02,-0.043,-0.047,1.11,-0.171,0.1,1.7,-4,-167,-1,0
-0.043,-0.024,-0.081,-0.124,0.72,-0.5,-1.4,2,0,-100,1,1
0.06,0.051,0.091,0.152,-1.36,0.715,-2.7,-4.1,-1,-18,0,0
-0.015,-0.015,0.038,0.023,-0.85,-0.878,3.1,0.1,2,114,2,1
-0.054,-0.051,-0.068,-0.122,-2.19,-0.588,1.5,0.2,-1,-379,-2,1
0.011,0.004,-0.001,0.01,1.51,0.516,-0.4,-1,2,160,5,1
0.016,0.004,0.007,0.023,-0.2,0.255,2.6,-0.1,-2,35,-3,0
0.043,0.03,0.066,0.109,5.58,2.479,4.4,-1.7,3,298,2,1
0.043,0.038,0.058,0.101,2.8,0.792,1.1,0.6,4,119,0,0
-0.009,0.022,0.004,-0.004,-2.58,-1.315,-0.2,0.1,1,-190,0,0
-0.013,-0.043,-0.066,-0.08,6.22,4.562,-5,-3.1,-3,-40,-1,1
0.021,0.007,0.057,0.078,-2.55,-0.626,-1.2,2,3,116,3,0
0.01,0,0.004,0.015,-1.47,-0.612,-2.5,-1.2,1,83,-1,0
0.048,0.04,0.103,0.15,0.5,0.071,-3.4,0.4,-1,318,0,1
0.019,-0.002,-0.005,0.014,-2.05,-0.696,-1.4,0.4,3,111,0,0
-0.016,-0.01,-0.021,-0.037,3.98,2.068,2.8,-1.9,0,34,1,0
0.013,0.003,0.034,0.046,-0.65,0.093,-2.5,-1.4,-1,113,0,0
-0.011,-0.001,0.002,-0.009,-0.44,0.672,7.9,0.5,0,191,4,1
-0.019,-0.004,-0.064,-0.083,1.04,-0.251,2.4,-0.7,-3,-289,-1,0
-0.023,-0.04,-0.087,-0.111,-0.5,0.542,1.4,-1,-5,-38,-1,0
-0.009,-0.009,0.002,-0.007,-2.03,-0.593,-0.5,0.7,-4,-88,0,0
0.003,-0.013,0.008,0.01,-0.76,0.262,1.3,-0.7,1,48,2,0
0.005,0.018,0.047,0.052,-2.08,-0.346,-1.3,-2.1,2,58,0,0
0.014,0.009,0.034,0.048,-1.98,-0.817,-7.7,-1.1,1,101,0,1
-0.03,-0.019,0.023,-0.007,-1.84,-1.35,0.2,0.7,3,-31,0,0
0.01,0.017,0.013,0.023,-2.05,-1.116,3.8,2.7,2,81,-1,1
0.01,0.011,0.024,0.035,0.42,0.73,-1.3,-0.8,-2,439,4,0
0.018,0.003,-0.013,0.005,0.7,1.131,5.2,-1.8,3,252,2,1
0.043,0.04,0.112,0.157,-3.2,-1.564,-3.3,-1.4,0,330,0,0
0.031,0.016,0.005,0.036,0.68,0.101,-0.6,-1.2,3,109,-1,0
0,-0.003,-0.011,-0.012,-2.84,-0.88,5.4,1,0,24,1,0
0.003,-0.011,0.014,0.017,0.99,-0.001,2.2,-0.4,-1,111,0,1
0.005,0,0.006,0.01,2.48,1.181,1.8,-1.7,0,193,4,1
-0.011,0.006,-0.057,-0.068,-0.55,-0.73,-0.6,1.2,-3,-295,-1,1
-0.006,-0.027,-0.019,-0.025,-0.68,-0.666,-2,0.6,-3,-44,0,1
0.002,0.002,0.019,0.021,0.4,1.135,1.9,-1.7,-4,-106,0,0
0.021,0.004,0.001,0.022,6.03,3.499,6,-5,2,36,2,1
-0.009,0.007,0.033,0.024,-1.14,-0.218,-0.4,1.4,2,40,0,1
0.01,-0.003,-0.013,-0.003,0.78,1.119,0.3,-1.8,1,107,0,1
-0.02,-0.023,0.025,0.006,0.45,0.035,4.7,0.1,3,-43,0,0
0.02,0.017,0.063,0.083,-0.72,-0.053,0.2,0.7,1,87,-2,1
0.039,0.032,0.031,0.07,-1.86,-0.919,-3.1,-2,-2,433,4,1
0.062,0.04,0.043,0.105,7.05,1.597,4.7,0.7,3,254,2,1
0.039,0.038,0.12,0.16,-0.27,1.186,3.9,-3.1,0,322,1,1
0.022,0.02,0.026,0.046,1.88,0.217,-0.3,0.4,1,107,-2,1
0.033,0.008,0.047,0.08,-0.06,-0.436,5.9,2.3,-1,22,0,1
0.025,0.005,0.044,0.07,-0.44,-0.859,-3,-0.4,-2,119,-1,0
-0.001,0,0.022,0.021,1.74,0.961,-2.3,-0.9,1,209,5,1
-0.02,0.008,-0.06,-0.08,-1.29,-1.168,0.8,1.9,-3,-293,-2,0
-0.035,-0.031,-0.03,-0.065,-2.58,-2.159,-1.3,3.2,-4,-36,-1,1
0.017,0.02,0.003,0.02,1.33,0.277,-2.1,-0.9,-5,-108,-1,1
0.002,-0.005,0.004,0.006,4.4,4.113,-5.9,-2.7,2,40,1,1
0.044,0.057,0.129,0.173,1.39,-0.073,0.3,0.5,1,44,-1,1
0.017,0.008,-0.004,0.014,1.66,1.42,2.8,-1.9,1,115,1,0
-0.026,-0.031,-0.01,-0.036,0.76,0.156,0.5,-0.9,2,-57,-1,1
-0.004,0.01,0.023,0.018,0.36,0.148,1,-0.6,2,91,-1,1
0.071,0.048,0.059,0.129,1.4,0.609,-0.1,-1.3,-3,435,3,1
0.041,0.035,0.036,0.077,-0.94,-0.514,-1.8,-0.4,4,262,3,1
-0.017,-0.011,-0.037,-0.055,-2.98,-0.86,-1.4,0.3,-3,-320,0,0
0.003,-0.002,0.042,0.046,-8.27,-2.704,-4.4,-0.7,-1,111,6,0
-0.004,-0.038,-0.028,-0.032,1.32,1.261,-0.1,-0.3,-2,82,0,1
0.015,0.011,0.004,0.019,3.79,0.968,-0.9,-0.6,-2,-22,3,0
-0.009,-0.018,-0.074,-0.083,-0.82,0.203,-2.5,-0.4,-1,-167,-2,1
-0.017,-0.018,-0.01,-0.027,0.14,0.954,2.2,0.1,4,39,1,0
0.002,-0.009,0.003,0.005,-0.42,-0.206,-1.2,-1.8,-2,25,0,1
0.014,0.015,0.017,0.031,0.31,0.176,3,-0.9,1,189,0,1
0.051,0.045,0.09,0.141,-0.25,-0.671,-0.8,-0.3,0,428,8,0
0.007,0.009,-0.034,-0.026,-0.02,-0.467,-3.2,0.4,0,-121,-3,0
0.027,0.013,0.052,0.081,1.22,0.96,-0.9,-2,1,164,2,0
0.006,0.012,0.031,0.037,0.21,0.299,1.1,-0.1,4,-61,-1,0
0.012,0.005,0.001,0.013,-4.46,-1.623,0,0.5,-3,-322,0,1
0.031,0.019,-0.005,0.026,-3.1,-0.74,1.4,0,-1,105,6,1
-0.001,-0.03,-0.028,-0.028,-0.4,0.109,4.2,0,-3,106,0,1
-0.011,-0.008,0.011,0,1.41,-0.498,1.1,3.8,-1,-24,3,1
-0.009,-0.012,-0.047,-0.056,-0.79,0.369,1.2,-0.3,-2,-167,-2,0
-0.01,-0.015,0.009,-0.002,0.83,-0.566,-0.8,-0.1,4,31,1,1
0.009,-0.003,0.028,0.037,0.76,0.415,5.2,0.8,0,27,0,0
0.003,0.017,0.029,0.033,8.19,5.933,-5,-3.6,1,201,0,0
0.082,0.094,0.106,0.188,-2.27,-0.254,4.4,-0.8,-2,37,7,0
-0.033,-0.03,-0.086,-0.118,0.35,-0.165,3,1.5,0,33,0,0
-0.014,-0.006,-0.035,-0.048,-2.43,-1.189,0.3,0.9,2,-75,0,0
0.054,0.049,0.076,0.13,1.32,0.234,-0.6,0.2,1,420,8,0
-0.009,0.001,-0.021,-0.03,0.1,0.23,3.7,0.8,0,-127,-3,1
0.032,0.016,0.051,0.083,-0.16,0.917,0.8,-1.7,0,158,2,1
0.047,0.023,0.023,0.07,1.25,0.2,-3,-0.6,5,-73,-1,0
0.008,0.014,-0.01,-0.002,0.66,-0.665,-3.1,0.2,-4,-318,-1,1
0.009,0.009,-0.011,-0.001,1.68,2.224,-4.5,-4.3,-2,123,5,0
-0.006,-0.036,-0.027,-0.033,0.45,-0.29,5.3,1.2,-1,110,1,0
