Gameid,Home,Visitor,Date,Home Wins,Visitor Wins,Home Losses,Visitor Losses,Home Total Runs Difference,OBP Difference,AVG Difference,SLG Difference,OPS Difference,ISO Difference,Hits Difference,Strikeouts Difference,Walks Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
20230728SFNBOS,SFN,BOS,20230728,56,55,47,47,-47.0,-0.050000000000000044,-0.047000000000000014,-0.10099999999999998,-0.15100000000000002,-0.053999999999999965,-256,-119,-51,0.52,-0.017999999999999794,0.5,-0.5,-2,-26.0,0,0
20230728SLNCHN,SLN,CHN,20230728,46,51,58,51,-39.0,-0.01200000000000001,-0.0030000000000000027,0.020000000000000018,0.009000000000000008,0.02300000000000002,-44,-31,-21,1.44,-0.04400000000000004,0.8999999999999995,0.19999999999999973,-3,-80.0,-2,0
20230728BALNYA,BAL,NYA,20230728,62,54,40,48,-10.0,0.007000000000000006,0.009000000000000008,-0.016000000000000014,-0.009000000000000008,-0.025000000000000022,129,72,27,-4.300000000000001,-1.8639999999999999,0.9000000000000004,1.5999999999999996,0,35.0,0,1
20230728CHACLE,CHA,CLE,20230728,41,52,63,51,-43.0,-0.0050000000000000044,0.0030000000000000027,0.023999999999999966,0.019000000000000017,0.020999999999999963,-70,136,-48,-1.2200000000000002,-0.6759999999999997,1.2000000000000002,4.3999999999999995,-5,-95.0,1,1
20230728HOUTBA,HOU,TBA,20230728,58,62,45,43,-89.0,0.031000000000000028,0.02099999999999999,0.009000000000000008,0.041000000000000036,-0.011999999999999983,27,-22,24,-1.4399999999999995,-0.1679999999999997,-1.299999999999999,-0.6000000000000001,5,-92.0,1,0
20230728KCAMIN,KCA,MIN,20230728,29,54,75,50,-89.0,-0.04300000000000004,-0.013000000000000012,-0.07400000000000001,-0.11599999999999999,-0.061,93,20,-43,-2.4399999999999995,-0.5660000000000003,-1.4000000000000004,-0.6000000000000001,-4,-217.0,-8,1
20230728TORANA,TOR,ANA,20230728,57,54,46,49,24.0,0.0,0.0030000000000000027,-0.03699999999999998,-0.03700000000000003,-0.03999999999999998,325,236,63,0.6400000000000001,0.3370000000000002,2.1999999999999993,-0.8999999999999999,-3,14.0,1,1
20230729ARISEA,ARI,SEA,20230729,55,53,49,50,-25.0,-0.02200000000000002,-0.009999999999999981,-0.04999999999999999,-0.07199999999999995,-0.04000000000000001,-84,-277,-29,-3.9000000000000004,-1.3120000000000003,-3.3,0.09999999999999964,-3,-31.0,-1,1
20230729ATLMIL,ATL,MIL,20230729,65,57,36,47,64.0,-0.01799999999999996,0.0020000000000000018,0.06,0.041999999999999926,0.057999999999999996,254,114,31,0.4500000000000002,-0.5709999999999997,0.5,1.2,-1,149.0,2,1
20230729COLOAK,COL,OAK,20230729,40,29,63,76,47.0,0.03400000000000003,0.058000000000000024,0.08800000000000002,0.122,0.03,197,101,-18,-2.4300000000000006,-0.8679999999999994,-3.200000000000001,0.8000000000000003,1,119.0,-1,0
20230729LANCIN,LAN,CIN,20230729,58,57,44,48,78.0,0.01200000000000001,0.0010000000000000009,0.02300000000000002,0.03500000000000003,0.02200000000000002,168,197,115,0.45999999999999996,0.641,-0.6000000000000005,2.0,-2,101.0,-2,1
20230729MIADET,MIA,DET,20230729,56,46,48,58,82.0,0.015000000000000013,0.038000000000000006,0.027000000000000024,0.041999999999999926,-0.010999999999999982,62,-153,-56,0.2599999999999998,1.004,0.1999999999999993,1.1,-1,80.0,1,0
20230729NYNWAS,NYN,WAS,20230729,49,43,54,61,63.0,-0.02300000000000002,-0.04300000000000001,-0.034999999999999976,-0.05900000000000005,0.008000000000000035,-176,-83,37,-0.9100000000000001,-0.14000000000000057,0.2999999999999998,1.5,1,88.0,1,0
20230729PITPHI,PIT,PHI,20230729,45,56,58,47,-91.0,-0.03400000000000003,-0.05200000000000002,-0.045999999999999985,-0.07899999999999996,0.006000000000000033,-455,-420,-117,-4.999999999999999,-1.2799999999999998,-3.9000000000000004,2.2,-1,-85.0,-1,1
20230729SDNTEX,SDN,TEX,20230729,50,60,54,44,-46.0,-0.006000000000000005,-0.009000000000000008,0.009000000000000008,0.0030000000000000027,0.018000000000000016,11,52,107,0.14000000000000057,0.5920000000000001,3.5999999999999996,-0.2999999999999998,1,-94.0,1,1
20230729SFNBOS,SFN,BOS,20230729,56,56,48,47,-48.0,-0.015000000000000013,-0.009000000000000008,-0.065,-0.08000000000000007,-0.055999999999999994,-192,-128,-55,0.81,-0.6379999999999999,-0.20000000000000107,-0.10000000000000009,-4,-28.0,-1,1
20230729SLNCHN,SLN,CHN,20230729,46,52,59,51,-40.0,-0.00599999999999995,-0.013000000000000012,0.0030000000000000027,-0.0030000000000000027,0.016000000000000014,-2,52,16,-1.5199999999999996,-1.5069999999999997,-3.0999999999999996,0.6999999999999997,-5,-82.0,-3,0
20230729BALNYA,BAL,NYA,20230729,63,54,40,49,-9.0,0.01100000000000001,0.0050000000000000044,-0.013000000000000012,-0.0020000000000000018,-0.018000000000000016,66,16,9,0.6600000000000001,0.9819999999999998,0.1999999999999993,-0.10000000000000009,2,37.0,1,0
20230729CHACLE,CHA,CLE,20230729,42,52,63,52,-40.0,-0.01200000000000001,-0.0040000000000000036,0.034999999999999976,0.02300000000000002,0.03899999999999998,-110,145,-65,-0.46999999999999975,-0.054999999999999716,-1.5999999999999996,0.7000000000000002,-4,-89.0,2,1
20230729HOUTBA,HOU,TBA,20230729,58,63,46,43,-90.0,0.01100000000000001,0.0050000000000000044,0.013000000000000012,0.02400000000000002,0.008000000000000007,-7,-51,9,1.0599999999999996,0.1120000000000001,-1.4000000000000004,0.20000000000000018,3,-94.0,0,1
20230729KCAMIN,KCA,MIN,20230729,30,54,75,51,-86.0,-0.03500000000000003,-0.0050000000000000044,-0.04999999999999999,-0.08399999999999996,-0.044999999999999984,100,33,-54,-3.3900000000000006,-0.9160000000000004,-2.299999999999999,1.0000000000000002,-3,-211.0,-7,1
20230729TORANA,TOR,ANA,20230729,58,54,46,50,27.0,-0.006000000000000005,0.008000000000000007,-0.03200000000000003,-0.039000000000000035,-0.040000000000000036,265,73,21,-1.6899999999999995,-1.5170000000000003,-3.7,3.0,-3,20.0,2,1
20230730ARISEA,ARI,SEA,20230730,56,53,49,51,-24.0,0.017000000000000015,0.02100000000000002,-0.01100000000000001,0.006000000000000005,-0.03200000000000003,-34,-285,-20,-0.08000000000000007,-0.2469999999999999,-1.200000000000001,1.2000000000000002,-3,-29.0,0,0
20230730ATLMIL,ATL,MIL,20230730,66,57,36,48,70.0,-0.02799999999999997,-0.01699999999999996,0.029000000000000026,0.0010000000000000009,0.045999999999999985,364,237,80,0.20999999999999996,0.16100000000000003,0.6999999999999993,0.5,0,161.0,3,1
20230730COLOAK,COL,OAK,20230730,40,30,64,76,39.0,0.02200000000000002,0.035,0.055999999999999994,0.07799999999999996,0.02099999999999999,111,112,0,-0.1200000000000001,-0.8140000000000001,-5.1,-3.4,-1,103.0,-2,1
20230730LANCIN,LAN,CIN,20230730,59,57,44,49,79.0,-0.0030000000000000027,-0.0010000000000000009,0.007000000000000006,0.0050000000000000044,0.008000000000000007,112,85,70,-0.6699999999999999,-0.10599999999999987,1.8999999999999995,-1.1999999999999997,-2,103.0,-1,0
20230730MIADET,MIA,DET,20230730,56,47,49,58,77.0,0.008000000000000007,0.018000000000000016,-0.026000000000000023,-0.017000000000000015,-0.04400000000000004,23,-189,-41,0.5499999999999998,-0.7350000000000003,-1.5999999999999996,0.6999999999999997,-1,70.0,0,1
20230730NYNWAS,NYN,WAS,20230730,49,44,55,61,58.0,-0.008000000000000007,-0.04100000000000001,-0.026000000000000023,-0.03399999999999992,0.014999999999999986,-150,53,59,1.2400000000000002,0.8619999999999997,1.1000000000000005,0.20000000000000018,-1,78.0,0,1
20230730PITPHI,PIT,PHI,20230730,46,56,58,48,-90.0,-0.007000000000000006,-0.013000000000000012,0.0030000000000000027,-0.0040000000000000036,0.016000000000000014,-198,-214,-54,-1.83,-1.5050000000000003,-0.39999999999999947,2.2,1,-83.0,0,1
20230730SDNTEX,SDN,TEX,20230730,51,60,54,45,-42.0,0.014000000000000012,-0.0030000000000000027,0.0020000000000000018,0.016000000000000014,0.0050000000000000044,-41,-40,105,2.0,-0.4330000000000003,3.8999999999999995,3.1999999999999997,2,-86.0,2,1
20230730SFNBOS,SFN,BOS,20230730,57,56,48,48,-47.0,-0.0050000000000000044,0.0,-0.019000000000000017,-0.02400000000000002,-0.019000000000000017,-136,61,-22,-1.0300000000000002,0.08800000000000008,-5.300000000000001,-0.5,-3,-26.0,0,1
20230730SLNCHN,SLN,CHN,20230730,46,53,60,51,-44.0,-0.029000000000000026,-0.028000000000000025,-0.021999999999999964,-0.051000000000000045,0.006000000000000061,-119,-75,-6,-0.9400000000000004,-1.2460000000000004,3.0,1.7000000000000002,-6,-90.0,-4,1
20230730BALNYA,BAL,NYA,20230730,63,55,41,49,-14.0,0.019000000000000017,0.023999999999999994,0.010000000000000009,0.029000000000000026,-0.013999999999999985,123,63,41,1.96,1.2879999999999994,0.6000000000000005,-1.0,1,27.0,0,1
20230730CHACLE,CHA,CLE,20230730,43,52,63,53,-35.0,-0.0010000000000000009,0.0,0.03400000000000003,0.03299999999999992,0.03400000000000003,-43,159,-26,-1.9000000000000004,-1.0839999999999996,3.0,2.9000000000000004,-2,-79.0,3,0
20230730HOUTBA,HOU,TBA,20230730,59,63,46,44,-77.0,0.01200000000000001,0.0010000000000000009,-0.007000000000000006,0.0050000000000000044,-0.008000000000000007,80,4,45,1.4400000000000004,-0.1559999999999997,-2.3,2.4,4,-68.0,1,0
20230730KCAMIN,KCA,MIN,20230730,31,54,75,52,-83.0,-0.014000000000000012,0.0050000000000000044,-0.010999999999999954,-0.025000000000000022,-0.01599999999999996,57,-22,-40,-0.16000000000000014,0.08999999999999986,-5.699999999999999,-0.9000000000000001,-2,-205.0,-6,1
20230730TORANA,TOR,ANA,20230730,59,54,46,51,32.0,0.0030000000000000027,0.007000000000000006,-0.039000000000000035,-0.03600000000000003,-0.04600000000000004,351,165,64,1.6300000000000003,0.8939999999999997,1.5,-1.0,-1,30.0,3,0
20230731ATLANA,ATL,ANA,20230731,67,55,36,51,71.0,0.0030000000000000027,0.008000000000000007,0.007000000000000006,0.01100000000000001,-0.0010000000000000009,282,161,94,0.8300000000000005,0.16600000000000037,0.40000000000000036,-1.5,-1,126.0,0,0
20230731CHNCIN,CHN,CIN,20230731,53,58,52,49,52.0,0.0040000000000000036,0.010000000000000009,-0.028000000000000025,-0.02300000000000002,-0.038000000000000034,199,142,81,-1.6,-0.7119999999999997,-1.8999999999999995,0.6000000000000001,1,54.0,-3,0
20230731COLSDN,COL,SDN,20230731,41,52,64,54,-134.0,-0.07400000000000001,-0.027999999999999997,-0.09700000000000003,-0.17100000000000004,-0.06900000000000003,-204,-92,-228,-2.23,-0.7429999999999994,-2.700000000000001,0.7,-2,-211.0,-1,1
20230731MIAPHI,MIA,PHI,20230731,57,56,49,49,-19.0,-0.01200000000000001,0.0,-0.006000000000000005,-0.019000000000000017,-0.006000000000000005,6,-155,-81,-0.7400000000000002,-0.44599999999999973,3.0999999999999996,1.8999999999999995,0,-29.0,2,0
20230731SFNARI,SFN,ARI,20230731,58,56,48,50,12.0,-0.03700000000000003,-0.038000000000000006,-0.062,-0.09899999999999998,-0.023999999999999994,-207,-54,-39,0.15000000000000036,-0.1739999999999995,4.699999999999999,-0.10000000000000009,2,25.0,-1,0
20230731WASMIL,WAS,MIL,20230731,44,57,62,49,-66.0,-0.030000000000000027,0.006000000000000005,-0.024999999999999967,-0.05500000000000005,-0.030999999999999972,177,-44,-77,-1.48,-1.1279999999999997,-2.000000000000001,0.7999999999999998,2,-80.0,0,1
20230731HOUCLE,HOU,CLE,20230731,59,53,47,53,7.0,0.017000000000000015,0.01200000000000001,0.06,0.07600000000000007,0.04799999999999999,10,107,34,4.28,0.6739999999999999,0.0,1.1,0,49.0,-1,1
20230731NYATBA,NYA,TBA,20230731,55,64,50,44,-75.0,-0.018000000000000016,-0.023999999999999994,-0.045999999999999985,-0.06300000000000006,-0.021999999999999992,-167,-140,-38,-1.4500000000000002,-0.7380000000000004,-6.6000000000000005,0.8999999999999999,1,-126.0,-1,0
20230731SEABOS,SEA,BOS,20230731,54,56,51,49,-30.0,0.0030000000000000027,-0.02300000000000002,-0.015000000000000013,-0.01100000000000001,0.008000000000000007,-47,176,29,0.7400000000000002,0.359,-3.200000000000001,-2.9,2,-12.0,-1,1
20230731TORBAL,TOR,BAL,20230731,59,64,47,41,34.0,0.02100000000000002,0.02300000000000002,0.013000000000000012,0.03400000000000003,-0.010000000000000009,124,80,27,0.9800000000000004,0.47299999999999986,0.8000000000000007,-0.10000000000000009,0,5.0,-4,0
20230801ATLANA,ATL,ANA,20230801,67,56,37,51,68.0,-0.0020000000000000018,0.0040000000000000036,0.014000000000000012,0.01200000000000001,0.010000000000000009,241,121,79,0.2200000000000002,0.8909999999999996,7.199999999999999,-1.0,-1,120.0,-1,1
20230801CHNCIN,CHN,CIN,20230801,53,59,53,49,51.0,0.012999999999999956,0.0050000000000000044,0.009000000000000008,0.02100000000000002,0.0040000000000000036,108,40,64,1.3399999999999999,0.32399999999999984,-0.1999999999999993,-0.2999999999999998,1,52.0,-4,1
20230801COLSDN,COL,SDN,20230801,42,52,64,55,-133.0,-0.03500000000000003,-0.006000000000000005,-0.04999999999999999,-0.08400000000000007,-0.043999999999999984,-234,-90,-215,-4.84,-0.44399999999999995,-5.199999999999999,-4.300000000000001,-1,-209.0,0,0
20230801LANOAK,LAN,OAK,20230801,59,30,45,77,177.0,0.038000000000000034,0.035,0.07300000000000001,0.11199999999999999,0.038000000000000006,339,225,167,-0.07000000000000028,0.9340000000000002,1.9000000000000004,-2.1000000000000005,0,343.0,0,1
20230801MIAPHI,MIA,PHI,20230801,57,57,50,49,-21.0,-0.015000000000000013,-0.0040000000000000036,0.0020000000000000018,-0.013000000000000012,0.006000000000000005,-53,-208,-81,-0.23000000000000043,0.4710000000000001,-0.8000000000000007,-0.7000000000000002,-1,-33.0,1,0
20230801PITDET,PIT,DET,20230801,47,47,58,59,10.0,-0.010000000000000009,-0.014999999999999986,-0.006000000000000005,-0.016000000000000014,0.00899999999999998,-232,-205,-49,-0.1900000000000004,-0.7069999999999999,1.5999999999999996,0.8000000000000003,3,24.0,0,1
20230801SFNARI,SFN,ARI,20230801,58,57,49,50,11.0,-0.01200000000000001,-0.03,-0.05499999999999999,-0.06699999999999995,-0.024999999999999994,-225,-54,-35,0.3700000000000001,-0.8510000000000004,-0.8000000000000007,0.5999999999999999,1,23.0,-2,1
20230801SLNMIN,SLN,MIN,20230801,47,54,60,53,-27.0,0.006000000000000005,0.010000000000000009,-0.055999999999999994,-0.051000000000000045,-0.066,136,-105,47,-0.3000000000000007,-0.5500000000000003,-4.999999999999999,-0.7,-1,-61.0,0,0
20230801WASMIL,WAS,MIL,20230801,45,57,62,50,-64.0,-0.03200000000000003,0.0040000000000000036,-0.040000000000000036,-0.07199999999999995,-0.04400000000000004,119,-62,-95,1.1900000000000004,-0.47799999999999976,-3.1000000000000005,0.49999999999999956,3,-76.0,1,0
20230801HOUCLE,HOU,CLE,20230801,60,53,47,54,11.0,0.02300000000000002,0.009000000000000008,0.07700000000000001,0.09899999999999998,0.068,157,235,81,0.020000000000000018,0.4370000000000003,2.299999999999999,-1.7999999999999998,1,57.0,0,1
20230801KCANYN,KCA,NYN,20230801,32,50,75,55,-63.0,0.03699999999999998,0.045999999999999985,0.026000000000000023,0.062000000000000055,-0.019999999999999962,127,104,-25,-2.17,0.3429999999999995,-0.7999999999999998,-1.2,-1,-159.0,0,1
20230801NYATBA,NYA,TBA,20230801,55,65,51,44,-79.0,-0.0040000000000000036,-0.01200000000000001,-0.010000000000000009,-0.014000000000000012,0.0020000000000000018,-134,-38,-18,-2.0999999999999996,-1.0719999999999996,-2.4000000000000004,4.1,0,-134.0,-2,0
20230801SEABOS,SEA,BOS,20230801,55,56,51,50,-26.0,0.009000000000000008,-0.02400000000000002,-0.03200000000000003,-0.02300000000000002,-0.008000000000000007,-84,77,28,-0.29000000000000004,0.6499999999999999,0.7999999999999998,-0.7,2,-4.0,0,0
20230801TEXCHA,TEX,CHA,20230801,60,43,46,64,133.0,0.05399999999999999,0.03500000000000003,0.07700000000000001,0.131,0.04199999999999998,120,46,92,-1.3100000000000005,-0.18100000000000005,3.6999999999999993,1.1999999999999997,0,228.0,1,1
20230801TORBAL,TOR,BAL,20230801,59,65,48,41,32.0,0.008000000000000007,-0.0020000000000000018,-0.009000000000000008,-0.0010000000000000009,-0.007000000000000006,99,47,54,3.3,3.444,-8.2,-2.3,-1,1.0,-5,0
20230802ATLANA,ATL,ANA,20230802,68,56,37,52,72.0,0.04600000000000004,0.04300000000000001,0.07600000000000001,0.122,0.033,356,245,116,-0.5099999999999998,-0.19700000000000006,-5.1000000000000005,-0.10000000000000009,0,128.0,0,1
20230802CHNCIN,CHN,CIN,20230802,54,59,53,50,62.0,0.0050000000000000044,0.010000000000000009,0.03300000000000003,0.038000000000000034,0.02300000000000002,258,213,97,-0.009999999999999787,-0.03200000000000003,1.3999999999999995,-0.6999999999999997,2,74.0,-3,1
20230802COLSDN,COL,SDN,20230802,42,53,65,55,-136.0,-0.055999999999999994,-0.025000000000000022,-0.08000000000000002,-0.136,-0.05499999999999999,-307,-141,-240,-0.8899999999999997,-0.6859999999999999,-2.8000000000000007,-0.10000000000000009,-2,-215.0,-1,0
20230802LANOAK,LAN,OAK,20230802,60,30,45,78,181.0,0.051000000000000045,0.04100000000000001,0.061,0.11199999999999999,0.01999999999999999,267,94,146,1.8500000000000005,0.6819999999999999,-0.5,-0.20000000000000018,2,351.0,1,1
20230802MIAPHI,MIA,PHI,20230802,57,58,51,49,-23.0,-0.006000000000000005,-0.0050000000000000044,0.043999999999999984,0.03700000000000003,0.04899999999999999,-132,-208,-72,-0.34999999999999964,-0.21300000000000008,-0.40000000000000036,-0.30000000000000004,-2,-37.0,0,1
20230802PITDET,PIT,DET,20230802,48,47,58,60,13.0,0.016000000000000014,0.010000000000000009,0.028000000000000025,0.04299999999999993,0.018000000000000016,-143,-149,-27,-1.5699999999999998,-1.537,-0.8000000000000007,1.6999999999999997,3,30.0,1,0
20230802SFNARI,SFN,ARI,20230802,59,57,49,51,12.0,-0.02300000000000002,-0.031,-0.03699999999999998,-0.05999999999999994,-0.005999999999999978,-138,-32,-7,-3.53,-3.335,9.0,1.5,2,25.0,-1,1
20230802SLNMIN,SLN,MIN,20230802,47,55,61,53,-28.0,0.020000000000000018,0.020000000000000018,0.0010000000000000009,0.020000000000000018,-0.019000000000000017,218,20,96,-0.13000000000000078,-1.541,-4.800000000000001,1.4999999999999998,-2,-63.0,-1,1
20230802WASMIL,WAS,MIL,20230802,45,58,63,50,-66.0,0.009000000000000008,0.02400000000000002,0.006000000000000005,0.015000000000000013,-0.018000000000000016,-15,-75,-107,-1.4,-0.9420000000000002,4.5,1.5,1,-80.0,0,1
20230802HOUCLE,HOU,CLE,20230802,61,53,47,55,13.0,0.03400000000000003,0.025000000000000022,0.07900000000000001,0.11299999999999999,0.05399999999999999,262,251,97,-1.5700000000000003,-0.7010000000000001,0.1999999999999993,1.5,2,61.0,1,1
20230802KCANYN,KCA,NYN,20230802,33,50,75,56,-62.0,0.07299999999999998,0.07399999999999998,0.08400000000000002,0.15800000000000003,0.010000000000000037,182,200,-8,-1.87,-0.242,-3.0999999999999996,0.0,0,-157.0,1,1
20230802NYATBA,NYA,TBA,20230802,55,66,52,44,-82.0,-0.014000000000000012,-0.01899999999999999,-0.010000000000000009,-0.026000000000000023,0.00899999999999998,-166,-85,-49,0.3900000000000001,0.42300000000000004,0.20000000000000107,-0.8999999999999999,-1,-140.0,-3,1
20230802SEABOS,SEA,BOS,20230802,55,57,52,50,-28.0,-0.0020000000000000018,-0.019000000000000017,-0.02400000000000002,-0.027000000000000024,-0.0050000000000000044,-35,132,30,0.020000000000000018,0.08800000000000008,-0.09999999999999964,-0.6000000000000001,0,-8.0,-1,1
20230802TEXCHA,TEX,CHA,20230802,61,43,46,65,135.0,0.039000000000000035,0.02200000000000002,0.07500000000000001,0.11399999999999999,0.05299999999999999,142,22,112,0.8700000000000001,0.4369999999999994,-5.000000000000001,-1.1,1,232.0,2,1
20230802TORBAL,TOR,BAL,20230802,59,66,49,41,22.0,0.01200000000000001,0.0,-0.0010000000000000009,0.01200000000000001,-0.0010000000000000009,118,106,61,2.52,0.9430000000000005,-0.7000000000000011,-1.2999999999999998,-2,-19.0,-6,1
20230803CHNCIN,CHN,CIN,20230803,55,59,53,51,72.0,0.013999999999999957,0.013000000000000012,-0.007000000000000006,0.006000000000000005,-0.020000000000000018,224,105,87,1.38,0.6930000000000005,0.7000000000000002,-0.10000000000000009,3,94.0,-2,1
20230803LANOAK,LAN,OAK,20230803,61,30,45,79,190.0,0.031000000000000028,0.031,0.065,0.09699999999999998,0.034,273,56,149,-0.8799999999999999,-0.4700000000000002,0.29999999999999893,0.10000000000000009,2,369.0,2,1
20230803MIAPHI,MIA,PHI,20230803,58,58,51,50,-22.0,-0.0010000000000000009,0.0050000000000000044,0.028000000000000025,0.027000000000000024,0.02300000000000002,-170,-282,-106,-1.5399999999999996,0.6859999999999999,1.0,-0.09999999999999964,-1,-35.0,1,0
20230803MILPIT,MIL,PIT,20230803,58,48,51,59,62.0,0.019000000000000017,0.0040000000000000036,-0.024999999999999967,-0.006000000000000005,-0.02899999999999997,223,182,103,-0.5699999999999998,-1.177,-2.6000000000000005,0.5,-3,56.0,4,1
20230803SFNARI,SFN,ARI,20230803,60,57,49,52,14.0,0.0050000000000000044,-0.010999999999999982,-0.038000000000000034,-0.03299999999999992,-0.027000000000000052,-101,43,8,5.069999999999999,2.06,-2.1000000000000005,-1.3000000000000003,3,29.0,0,1
20230803SLNMIN,SLN,MIN,20230803,48,55,61,54,-24.0,-0.03700000000000003,-0.025999999999999995,-0.07100000000000001,-0.10899999999999999,-0.04500000000000001,-12,-159,7,-3.58,-1.7580000000000005,-2.6000000000000005,1.1,0,-55.0,0,0
20230803ANASEA,ANA,SEA,20230803,56,56,53,52,-14.0,0.015000000000000013,0.027000000000000024,0.08499999999999996,0.09899999999999998,0.05799999999999994,-41,-151,-27,1.21,0.3969999999999998,2.1999999999999993,1.0,0,-24.0,2,0
20230803KCANYN,KCA,NYN,20230803,34,50,75,57,-58.0,0.0040000000000000036,0.032,0.035999999999999976,0.039000000000000035,0.003999999999999976,141,196,-16,1.0099999999999998,0.6230000000000002,1.2000000000000002,-1.2000000000000002,2,-149.0,2,1
20230803NYAHOU,NYA,HOU,20230803,56,62,52,47,-1.0,-0.029000000000000026,-0.01999999999999999,-0.015000000000000013,-0.04400000000000004,0.004999999999999977,-227,-169,-101,-0.02999999999999936,-0.3490000000000002,-0.09999999999999964,-0.3999999999999999,-2,-55.0,0,1
20230803TEXCHA,TEX,CHA,20230803,62,43,46,66,145.0,0.05399999999999999,0.04400000000000001,0.11400000000000005,0.16799999999999993,0.07000000000000003,264,163,122,-0.4199999999999995,0.27900000000000036,2.5999999999999996,-3.4000000000000004,2,252.0,3,1
20230803TORBAL,TOR,BAL,20230803,60,66,49,42,25.0,-0.0010000000000000009,-0.01200000000000001,-0.04199999999999998,-0.04300000000000004,-0.02999999999999997,32,51,42,1.3900000000000001,1.3290000000000006,3.299999999999999,-2.2,0,-13.0,-5,0
20230804CHNATL,CHN,ATL,20230804,56,69,53,37,-30.0,0.0020000000000000018,-0.010000000000000009,-0.057999999999999996,-0.05699999999999994,-0.04799999999999999,-210,-97,-45,-1.31,0.03600000000000003,-3.0999999999999996,-0.7000000000000002,2,-80.0,0,0
20230804CINWAS,CIN,WAS,20230804,59,46,52,63,41.0,0.055999999999999994,0.03,0.09999999999999998,0.15600000000000003,0.06999999999999998,-87,81,33,-0.22999999999999954,0.09299999999999997,0.2999999999999998,1.1,-1,74.0,4,0
20230804MILPIT,MIL,PIT,20230804,59,48,51,60,75.0,0.062,0.032,0.07799999999999996,0.14,0.04599999999999996,371,354,192,4.43,1.5559999999999996,0.2999999999999998,-3.5999999999999996,-1,82.0,5,0
20230804PHIKCA,PHI,KCA,20230804,59,35,50,75,82.0,0.03200000000000003,0.015000000000000013,0.006000000000000005,0.03700000000000003,-0.009000000000000008,192,233,154,1.67,0.4810000000000003,2.799999999999999,-0.5,-1,170.0,0,0
20230804SDNLAN,SDN,LAN,20230804,54,62,55,45,-21.0,-0.01599999999999996,-0.017000000000000015,-0.012999999999999956,-0.028999999999999915,0.004000000000000059,-16,47,62,-0.16000000000000014,-0.25900000000000034,0.9000000000000004,0.7000000000000002,1,-32.0,-4,0
20230804SLNCOL,SLN,COL,20230804,48,42,62,66,90.0,0.04300000000000004,0.023999999999999994,0.062,0.10299999999999998,0.038000000000000006,216,64,122,0.7300000000000004,0.15299999999999958,-1.5,-1.6,1,134.0,1,0
20230804ANASEA,ANA,SEA,20230804,56,57,54,52,-16.0,0.020000000000000018,0.031000000000000028,0.07100000000000001,0.09199999999999997,0.03999999999999998,-66,-189,-40,-1.44,-0.7429999999999999,1.0,1.0,-2,-28.0,1,0
20230804BALNYN,BAL,NYN,20230804,67,50,42,58,3.0,0.03200000000000003,0.048000000000000015,0.063,0.09499999999999997,0.014999999999999986,-29,-43,-38,1.3500000000000005,0.9190000000000005,-1.5999999999999996,-1.0,2,84.0,0,1
20230804BOSTOR,BOS,TOR,20230804,57,60,51,50,22.0,0.04099999999999998,0.028999999999999998,0.07700000000000001,0.118,0.048000000000000015,-24,-12,-28,2.5100000000000002,2.092,2.3000000000000007,-3.6,1,4.0,7,0
20230804CLECHA,CLE,CHA,20230804,53,43,56,67,40.0,0.0040000000000000036,0.013999999999999985,0.0050000000000000044,0.009000000000000008,-0.00899999999999998,-46,-226,-3,-0.15000000000000036,-0.30299999999999994,1.6999999999999993,-0.2999999999999998,2,96.0,-2,1
20230804DETTBA,DET,TBA,20230804,48,66,60,45,-153.0,-0.013000000000000012,-0.007000000000000006,-0.055999999999999994,-0.06900000000000006,-0.04899999999999999,-85,-50,-54,0.20000000000000018,1.0159999999999996,-0.6999999999999993,0.6000000000000001,-1,-232.0,-3,0
20230804MINARI,MIN,ARI,20230804,56,57,54,53,32.0,-0.026000000000000023,-0.028999999999999998,-0.0040000000000000036,-0.030000000000000027,0.024999999999999994,-225,80,-73,0.009999999999999787,0.3280000000000003,-0.5,-1.8,1,37.0,0,1
20230804NYAHOU,NYA,HOU,20230804,57,62,52,48,0.0,-0.04300000000000004,-0.031,-0.04800000000000004,-0.09100000000000008,-0.017000000000000043,-191,-54,-86,-3.54,-1.67,-2.3000000000000007,0.7000000000000002,-1,-53.0,1,0
20230804TEXMIA,TEX,MIA,20230804,63,58,46,52,96.0,0.016000000000000014,0.010000000000000009,0.045999999999999985,0.06399999999999995,0.035999999999999976,183,273,96,-0.2200000000000002,-0.20199999999999996,-2.6999999999999993,0.10000000000000009,0,185.0,0,1
20230805CHNATL,CHN,ATL,20230805,56,70,54,37,-38.0,0.006000000000000005,0.0030000000000000027,-0.05399999999999999,-0.04799999999999993,-0.056999999999999995,-125,-116,-41,0.0,-0.3719999999999999,0.5,1.2999999999999998,0,-96.0,-1,1
20230805CINWAS,CIN,WAS,20230805,59,47,53,63,38.0,0.018000000000000016,0.0020000000000000018,0.04600000000000004,0.06300000000000006,0.04400000000000004,-90,6,24,3.0200000000000005,-0.125,2.7,-0.5,-2,68.0,3,0
